Sr.No.,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
10302,28,student,single,tertiary,no,2306,no,no,cellular,29,oct,140,2,no
10303,48,services,married,secondary,no,1199,yes,no,unknown,13,may,76,1,no
10304,53,management,married,tertiary,no,3366,no,no,cellular,31,jul,128,2,no
10305,23,student,single,secondary,no,556,yes,no,cellular,15,may,170,2,no
10306,38,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,57,5,no
10307,36,blue-collar,married,primary,no,1580,yes,no,cellular,14,jul,615,3,no
10308,32,technician,single,secondary,no,-398,no,yes,cellular,7,jul,387,2,no
10309,51,self-employed,married,secondary,yes,34,no,yes,cellular,7,jul,200,1,no
10310,37,unemployed,married,tertiary,no,594,yes,no,cellular,4,feb,62,1,no
10311,31,technician,married,secondary,no,4182,yes,no,cellular,4,may,347,2,yes
10312,45,management,divorced,tertiary,no,2096,no,no,cellular,13,aug,317,2,no
10313,28,admin.,single,secondary,no,2,no,no,cellular,15,jun,60,1,no
10314,50,management,married,tertiary,no,511,yes,no,cellular,5,aug,36,1,no
10315,25,services,married,secondary,no,10,yes,no,cellular,17,jul,114,1,no
10316,53,admin.,married,tertiary,no,944,yes,no,cellular,24,feb,128,1,no
10317,31,entrepreneur,married,tertiary,no,1216,no,no,cellular,8,aug,150,4,no
10318,44,management,married,tertiary,no,-600,yes,no,cellular,18,aug,360,1,no
10319,25,admin.,single,tertiary,no,2916,no,no,cellular,12,oct,143,1,no
10320,38,admin.,married,secondary,no,137,yes,no,cellular,31,jul,27,22,no
10321,28,blue-collar,married,primary,no,32,yes,no,unknown,27,may,218,1,no
10322,41,admin.,married,secondary,no,3634,yes,no,unknown,14,may,216,1,no
10323,32,technician,married,secondary,no,303,yes,no,cellular,8,apr,150,1,yes
10324,37,self-employed,married,secondary,no,2235,no,no,unknown,18,jun,94,1,no
10325,49,retired,married,primary,no,2665,yes,no,unknown,13,may,67,1,no
10326,32,technician,married,secondary,no,473,no,yes,cellular,7,may,292,3,yes
10327,42,services,single,secondary,no,7704,yes,no,cellular,20,nov,153,3,no
10328,58,technician,married,secondary,no,471,yes,yes,telephone,21,jul,61,1,no
10329,32,technician,married,tertiary,no,8023,no,no,cellular,25,may,146,1,no
10330,38,technician,married,secondary,no,167,no,no,cellular,14,aug,145,2,no
10331,36,management,single,tertiary,no,624,yes,no,unknown,6,jun,141,3,no
10332,40,admin.,single,secondary,no,985,yes,no,cellular,15,apr,313,3,no
10333,31,management,single,tertiary,no,1130,yes,no,cellular,17,apr,224,3,no
10334,45,blue-collar,divorced,secondary,no,0,no,no,unknown,6,jun,422,5,no
10335,51,blue-collar,divorced,secondary,no,104,no,no,cellular,9,jul,71,1,no
10336,33,management,married,tertiary,no,4054,yes,no,cellular,10,jul,633,1,no
10337,45,blue-collar,married,primary,no,246,yes,no,unknown,14,may,263,1,no
10338,59,management,divorced,primary,no,133,yes,no,cellular,9,jul,206,1,no
10339,38,technician,single,tertiary,no,744,yes,no,cellular,14,may,283,1,no
10340,38,management,married,tertiary,no,246,yes,no,unknown,23,jul,717,8,no
10341,41,blue-collar,married,secondary,no,59,yes,no,unknown,15,may,75,8,no
10342,31,unemployed,married,tertiary,no,232,yes,no,cellular,13,may,53,3,no
10343,35,management,divorced,tertiary,no,500,yes,no,cellular,5,feb,177,1,no
10344,44,admin.,married,secondary,yes,-1249,yes,yes,unknown,19,may,83,4,no
10345,41,housemaid,married,secondary,no,1638,yes,no,cellular,23,jul,327,1,no
10346,29,student,single,unknown,no,145,no,no,cellular,14,aug,105,1,no
10347,56,blue-collar,married,secondary,no,300,no,no,cellular,20,aug,184,3,no
10348,33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,2,yes
10349,49,blue-collar,married,secondary,no,-55,no,no,unknown,17,jun,150,3,no
10350,29,services,married,secondary,no,11417,yes,no,unknown,28,may,272,2,no
10351,48,technician,married,tertiary,no,310,no,no,unknown,6,may,135,1,no
10352,29,blue-collar,married,secondary,no,210,no,yes,cellular,22,jul,518,1,no
10353,44,technician,married,secondary,no,135,yes,no,cellular,8,may,262,3,no
10354,55,services,married,secondary,no,186,yes,yes,unknown,9,may,241,1,no
10355,36,technician,married,secondary,no,295,no,no,cellular,12,aug,129,6,no
10356,49,entrepreneur,married,secondary,no,1147,yes,yes,cellular,25,jul,96,3,no
10357,51,admin.,married,secondary,no,38,no,yes,cellular,8,jul,31,3,no
10358,73,retired,married,primary,no,1388,no,no,telephone,25,oct,254,1,no
10359,49,management,married,tertiary,no,561,no,no,cellular,15,jun,173,1,yes
10360,35,blue-collar,married,secondary,no,2074,no,no,cellular,6,feb,183,4,no
10361,35,blue-collar,married,secondary,no,260,yes,no,telephone,13,may,155,6,no
10362,28,management,married,secondary,no,152,yes,no,cellular,15,apr,412,2,no
10363,59,management,divorced,tertiary,no,0,no,no,unknown,17,jun,437,2,no
10364,35,blue-collar,single,secondary,no,505,no,yes,cellular,30,jan,109,3,no
10365,42,management,married,tertiary,no,3841,yes,no,cellular,25,jul,720,2,no
10366,38,management,married,secondary,no,517,yes,no,unknown,6,may,288,2,no
10367,42,admin.,divorced,secondary,no,2129,no,no,cellular,13,aug,633,1,yes
10368,37,management,married,secondary,no,341,no,no,unknown,3,jun,120,2,no
10369,27,management,single,tertiary,no,99,yes,no,unknown,4,jun,767,2,yes
10370,39,services,single,secondary,no,26,yes,no,cellular,14,may,166,3,no
10371,30,technician,single,secondary,no,57,no,no,cellular,2,feb,465,2,no
10372,47,blue-collar,divorced,secondary,no,1480,yes,no,cellular,15,may,144,1,no
10373,26,services,single,secondary,yes,-599,yes,yes,unknown,30,may,62,3,no
10374,35,management,single,tertiary,no,671,yes,no,cellular,1,jun,128,1,no
10375,56,management,married,primary,no,-155,yes,no,cellular,17,nov,282,1,no
10376,18,student,single,secondary,no,5,no,no,cellular,24,aug,143,2,no
10377,49,services,married,secondary,no,-301,yes,no,cellular,12,may,187,4,no
10378,48,blue-collar,married,primary,no,104,no,no,cellular,8,aug,103,4,no
10379,51,services,married,primary,no,8806,yes,no,unknown,19,may,131,1,no
10380,31,services,single,secondary,no,122,yes,no,cellular,4,feb,157,4,no
10381,36,blue-collar,married,unknown,no,17983,yes,no,unknown,20,may,100,1,no
10382,26,admin.,single,secondary,no,140,yes,no,cellular,15,may,103,5,no
10383,34,blue-collar,married,secondary,no,848,yes,no,unknown,6,may,684,2,no
10384,40,technician,married,secondary,no,657,yes,no,cellular,30,jul,159,2,no
10385,54,services,married,secondary,no,214,yes,no,unknown,5,may,458,2,no
10386,49,admin.,married,secondary,no,284,yes,no,cellular,6,aug,131,3,no
10387,44,admin.,married,secondary,no,58544,yes,no,unknown,7,may,144,2,no
10388,43,blue-collar,divorced,primary,no,1234,yes,no,cellular,7,may,307,1,no
10389,44,admin.,married,secondary,no,61,no,yes,telephone,4,feb,1261,3,no
10390,46,blue-collar,married,primary,no,-44,no,yes,telephone,22,aug,16,13,no
10391,34,blue-collar,single,secondary,no,1484,yes,no,unknown,19,may,194,5,no
10392,49,technician,married,secondary,no,6312,yes,no,unknown,2,jun,93,2,no
10393,46,admin.,married,secondary,no,22,yes,no,cellular,7,aug,414,4,no
10394,34,services,married,secondary,no,6662,yes,yes,cellular,14,apr,308,2,no
10395,38,services,married,unknown,no,15,yes,no,cellular,18,may,233,1,no
10396,35,blue-collar,married,primary,no,2953,yes,no,telephone,6,may,97,2,no
10397,34,services,married,secondary,no,334,yes,no,cellular,17,apr,139,2,no
10398,39,services,married,secondary,no,1930,yes,no,cellular,15,jul,92,3,no
10399,39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,160,1,yes
10400,41,blue-collar,married,secondary,no,235,yes,no,unknown,14,may,181,1,no
10401,47,blue-collar,married,primary,no,421,yes,yes,unknown,5,jun,52,1,no
10402,44,blue-collar,married,secondary,no,167,yes,no,cellular,15,may,79,2,no
10403,48,blue-collar,married,secondary,no,750,no,no,cellular,5,feb,85,2,no
10404,48,services,single,primary,no,204,yes,no,cellular,22,jul,134,1,no
10405,33,entrepreneur,married,tertiary,no,1636,no,no,cellular,31,jul,8,25,no
10406,31,blue-collar,married,secondary,no,-112,no,yes,cellular,15,jul,128,1,no
10407,35,blue-collar,married,secondary,no,2643,yes,no,cellular,2,apr,96,3,no
10408,45,admin.,married,secondary,no,644,no,yes,telephone,22,jul,92,1,no
10409,31,technician,single,secondary,no,849,yes,yes,unknown,13,may,295,2,no
10410,37,technician,married,tertiary,no,4596,yes,no,cellular,6,aug,323,1,no
10411,32,management,single,tertiary,no,7444,yes,yes,cellular,13,may,22,1,no
10412,25,technician,single,tertiary,no,800,yes,no,unknown,13,may,151,4,no
10413,27,technician,married,secondary,no,0,yes,no,cellular,28,jul,55,6,no
10414,31,blue-collar,single,secondary,no,178,yes,no,cellular,15,may,415,1,no
10415,47,management,married,tertiary,no,2351,no,no,cellular,10,mar,80,1,yes
10416,33,services,single,tertiary,no,-104,no,yes,cellular,14,jul,231,2,no
10417,36,admin.,married,secondary,no,0,yes,no,cellular,24,apr,83,2,no
10418,53,management,married,primary,no,-139,no,no,cellular,9,jul,328,3,no
10419,50,services,single,secondary,no,516,yes,no,unknown,15,may,187,1,no
10420,33,technician,single,tertiary,no,443,no,no,cellular,11,aug,240,5,no
10421,48,unemployed,married,secondary,no,1811,yes,no,telephone,31,jul,135,3,no
10422,24,services,single,secondary,no,11,yes,no,unknown,27,jun,114,4,no
10423,33,technician,single,tertiary,no,176,no,no,cellular,29,aug,112,2,no
10424,49,admin.,married,secondary,no,387,yes,no,unknown,14,may,347,1,no
10425,57,technician,married,secondary,no,197,no,no,unknown,7,may,32,1,no
10426,48,services,divorced,secondary,no,4906,yes,no,cellular,20,nov,200,1,no
10427,40,technician,married,tertiary,no,278,no,no,cellular,21,aug,55,7,no
10428,35,management,married,tertiary,no,4124,yes,no,cellular,23,jul,350,2,yes
10429,32,services,married,secondary,no,689,yes,yes,cellular,16,jun,162,3,yes
10430,32,unemployed,single,secondary,no,747,yes,no,cellular,8,may,130,2,no
10431,30,technician,single,tertiary,no,799,yes,yes,unknown,6,jun,91,18,no
10432,40,management,married,tertiary,no,193,no,no,cellular,18,aug,105,6,no
10433,35,blue-collar,single,unknown,no,871,yes,no,unknown,6,jun,216,3,no
10434,55,admin.,married,secondary,no,499,yes,yes,cellular,20,apr,124,4,no
10435,36,admin.,single,secondary,no,245,yes,no,cellular,6,may,159,1,no
10436,31,technician,married,secondary,no,-720,yes,no,unknown,17,jun,638,16,no
10437,27,blue-collar,single,tertiary,no,644,no,no,cellular,2,jun,657,1,yes
10438,26,blue-collar,single,secondary,no,100,yes,no,unknown,9,may,24,1,no
10439,41,technician,single,tertiary,no,445,yes,no,cellular,17,apr,138,1,no
10440,43,admin.,married,secondary,no,584,no,no,unknown,20,jun,27,1,no
10441,31,management,married,unknown,no,0,yes,no,unknown,26,may,763,6,no
10442,46,admin.,married,unknown,no,5511,no,no,cellular,26,jul,414,2,yes
10443,59,retired,divorced,secondary,no,679,no,no,cellular,30,jul,761,4,yes
10444,34,technician,divorced,primary,no,3744,yes,no,unknown,21,may,489,2,no
10445,62,retired,married,secondary,no,243,no,no,cellular,25,jan,117,1,no
10446,62,self-employed,married,tertiary,no,4886,yes,no,telephone,16,mar,44,1,no
10447,40,blue-collar,single,secondary,no,436,yes,no,unknown,5,may,231,3,no
10448,58,blue-collar,divorced,primary,no,835,no,no,telephone,3,feb,296,1,no
10449,35,technician,single,secondary,no,126,no,no,cellular,22,aug,112,2,no
10450,32,entrepreneur,married,secondary,no,-242,yes,no,cellular,20,apr,1202,3,yes
10451,39,admin.,married,secondary,no,2783,yes,no,cellular,12,may,131,2,no
10452,31,blue-collar,single,secondary,no,-78,yes,yes,unknown,23,may,198,2,no
10453,33,blue-collar,married,secondary,no,0,no,no,unknown,7,may,107,1,no
10454,44,services,married,secondary,no,742,no,no,telephone,30,jul,77,5,no
10455,40,management,divorced,tertiary,no,-75,yes,no,cellular,18,may,193,2,no
10456,34,unemployed,single,secondary,no,0,no,no,cellular,17,nov,63,2,no
10457,41,management,single,tertiary,no,572,yes,no,cellular,3,feb,419,2,no
10458,51,technician,married,tertiary,no,825,no,no,cellular,17,nov,977,3,yes
10459,38,blue-collar,married,secondary,no,1403,no,no,unknown,19,jun,146,2,no
10460,37,technician,married,secondary,no,1120,yes,no,cellular,29,jan,88,3,no
10461,27,blue-collar,single,secondary,no,1311,yes,no,unknown,13,may,805,2,no
10462,53,management,married,tertiary,no,0,yes,yes,cellular,21,nov,266,6,no
10463,30,admin.,married,primary,no,40,yes,yes,cellular,7,jul,174,1,no
10464,56,technician,married,secondary,no,654,yes,yes,unknown,16,jun,62,2,no
10465,47,blue-collar,married,secondary,no,39,yes,no,unknown,15,may,160,1,no
10466,50,retired,divorced,tertiary,no,-300,no,yes,cellular,25,aug,692,4,no
10467,46,technician,married,secondary,no,349,yes,yes,unknown,5,may,127,1,no
10468,48,services,divorced,primary,no,927,no,no,unknown,6,jun,201,6,no
10469,58,services,married,secondary,no,5567,no,no,cellular,24,jul,1869,1,no
10470,55,admin.,married,secondary,no,9329,no,no,cellular,22,jun,136,1,no
10471,26,blue-collar,single,primary,no,102,yes,no,unknown,9,may,89,1,no
10472,43,housemaid,married,tertiary,no,0,no,no,cellular,27,aug,103,6,no
10473,35,technician,single,secondary,no,0,no,no,cellular,26,aug,259,2,no
10474,60,retired,divorced,tertiary,no,2,no,no,cellular,2,mar,228,4,yes
10475,60,retired,married,secondary,no,143,no,no,telephone,30,jan,345,1,no
10476,44,technician,married,secondary,no,78,yes,no,cellular,7,may,122,1,no
10477,42,blue-collar,married,primary,no,7041,yes,no,cellular,28,jul,386,4,no
10478,40,admin.,single,secondary,no,1112,yes,no,cellular,15,may,104,2,no
10479,29,blue-collar,married,secondary,no,-565,yes,no,unknown,18,jun,164,3,no
10480,42,services,married,secondary,no,508,yes,no,unknown,30,may,70,1,no
10481,37,blue-collar,married,secondary,no,131,yes,no,unknown,9,may,137,2,no
10482,52,management,married,tertiary,no,249,yes,yes,telephone,7,may,100,1,no
10483,34,management,married,tertiary,no,158,no,no,cellular,9,jun,190,1,yes
10484,55,retired,married,primary,no,628,no,yes,cellular,6,aug,123,2,no
10485,32,management,single,tertiary,no,6542,yes,no,cellular,15,may,1598,4,yes
10486,38,management,married,secondary,no,1066,yes,no,cellular,28,jul,78,2,no
10487,33,admin.,single,secondary,no,101,yes,no,unknown,6,may,392,1,no
10488,37,admin.,single,secondary,no,140,yes,no,unknown,6,may,310,1,no
10489,41,technician,single,tertiary,no,431,no,no,cellular,23,jul,196,1,yes
10490,49,unemployed,married,secondary,no,13818,no,no,cellular,31,jul,221,2,no
10491,31,unemployed,married,secondary,no,375,yes,no,cellular,17,apr,218,1,no
10492,47,services,married,secondary,no,0,yes,no,telephone,9,jul,250,1,no
10493,36,admin.,divorced,tertiary,no,289,yes,yes,cellular,21,nov,73,4,no
10494,40,management,married,tertiary,no,8963,no,no,cellular,3,jun,203,2,no
10495,47,technician,single,secondary,no,1101,yes,no,cellular,23,jul,957,3,yes
10496,39,services,married,secondary,no,-311,yes,no,cellular,6,may,55,2,no
10497,37,blue-collar,married,primary,no,0,yes,no,cellular,17,apr,362,2,no
10498,30,technician,single,secondary,no,77,no,yes,cellular,8,jul,82,4,no
10499,32,services,single,tertiary,no,-233,yes,no,unknown,28,may,140,2,no
10500,29,admin.,single,secondary,no,3986,yes,no,unknown,9,may,488,2,no
10501,52,services,married,secondary,no,961,no,yes,cellular,18,feb,222,1,yes
10502,24,technician,single,secondary,no,-73,yes,no,cellular,18,may,7,2,no
10503,33,services,married,secondary,no,-27,yes,no,cellular,18,jul,216,2,no
10504,42,services,married,secondary,no,714,yes,yes,cellular,8,may,211,1,no
10505,44,services,single,secondary,no,5,no,no,cellular,21,jul,333,2,no
10506,33,blue-collar,married,primary,no,359,yes,yes,cellular,19,nov,158,1,no
10507,27,admin.,single,secondary,no,240,yes,yes,unknown,9,jun,46,1,no
10508,47,blue-collar,married,primary,no,613,yes,no,cellular,29,jan,49,3,no
10509,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,yes
10510,43,entrepreneur,divorced,tertiary,no,626,yes,no,cellular,28,jan,72,1,no
10511,31,blue-collar,married,secondary,no,2289,yes,yes,cellular,20,apr,79,1,no
10512,33,technician,divorced,secondary,no,9,no,no,cellular,21,aug,91,2,no
10513,28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,no
10514,34,management,single,tertiary,no,417,yes,no,cellular,5,aug,270,1,yes
10515,36,services,married,unknown,no,-19,no,yes,cellular,24,jul,185,1,no
10516,53,blue-collar,married,primary,no,-864,yes,no,unknown,9,may,322,5,no
10517,33,admin.,single,secondary,no,1779,yes,no,unknown,21,may,175,2,no
10518,36,technician,single,tertiary,no,1324,no,no,cellular,22,aug,85,2,no
10519,38,unemployed,married,tertiary,no,2012,no,no,cellular,7,apr,355,3,no
10520,34,management,married,tertiary,no,276,no,no,cellular,29,jan,216,1,no
10521,35,blue-collar,married,secondary,no,331,yes,no,unknown,17,jun,116,3,no
10522,35,management,single,tertiary,no,0,no,no,cellular,21,aug,183,8,no
10523,48,blue-collar,married,secondary,no,1230,yes,yes,unknown,7,may,152,3,no
10524,33,blue-collar,married,primary,no,754,yes,no,unknown,21,may,811,2,no
10525,50,management,divorced,tertiary,no,516,yes,yes,cellular,20,apr,198,1,no
10526,48,technician,married,secondary,no,147,no,no,unknown,6,may,142,3,no
10527,28,self-employed,single,secondary,no,1166,no,yes,cellular,30,jan,177,3,no
10528,73,retired,married,primary,no,154,no,no,cellular,15,oct,103,1,no
10529,54,admin.,divorced,secondary,no,459,no,yes,telephone,20,nov,132,3,no
10530,54,management,married,tertiary,no,1197,yes,yes,cellular,31,jul,11,5,no
10531,59,housemaid,married,primary,no,182,no,no,cellular,3,feb,133,1,no
10532,41,technician,married,secondary,no,90,no,no,unknown,9,jun,171,2,no
10533,37,technician,single,secondary,no,4,no,no,cellular,11,aug,933,1,yes
10534,40,management,married,secondary,no,408,yes,no,unknown,20,jun,37,4,no
10535,39,housemaid,married,secondary,no,1444,no,no,telephone,25,jul,362,8,yes
10536,58,blue-collar,divorced,secondary,no,644,no,yes,cellular,17,nov,220,4,no
10537,31,management,married,tertiary,no,582,yes,no,cellular,15,jul,58,2,no
10538,36,student,single,secondary,no,904,no,no,telephone,5,feb,36,9,no
10539,30,blue-collar,married,secondary,no,2150,yes,no,unknown,23,may,465,4,no
10540,72,retired,married,secondary,no,2850,no,no,cellular,16,oct,131,2,no
10541,56,management,married,primary,no,93,yes,no,unknown,7,may,282,2,no
10542,46,blue-collar,single,tertiary,no,460,yes,no,unknown,7,may,1102,2,yes
10543,45,entrepreneur,married,tertiary,no,369,yes,no,unknown,19,may,182,2,no
10544,44,technician,married,secondary,no,0,no,no,unknown,16,jun,78,1,no
10545,46,management,married,tertiary,no,74,yes,no,cellular,7,jul,15,11,no
10546,33,management,married,tertiary,no,289,no,no,cellular,23,sep,333,1,no
10547,52,management,divorced,tertiary,no,0,yes,yes,cellular,30,jul,278,3,no
10548,35,blue-collar,married,secondary,no,26,yes,no,unknown,2,jun,277,2,no
10549,53,blue-collar,married,primary,no,95,yes,no,unknown,29,may,53,3,no
10550,32,blue-collar,single,secondary,no,3044,yes,no,cellular,20,apr,533,1,no
10551,39,technician,single,secondary,no,10236,no,no,unknown,20,jun,10,3,no
10552,29,management,married,primary,no,5547,no,no,cellular,3,jul,236,2,no
10553,29,services,single,secondary,no,703,yes,no,unknown,7,may,129,5,no
10554,33,services,married,secondary,no,233,no,no,cellular,29,aug,155,2,no
10555,39,technician,married,unknown,no,0,yes,no,cellular,12,may,106,3,no
10556,38,technician,married,tertiary,no,447,yes,no,cellular,2,feb,224,1,no
10557,27,technician,single,secondary,no,162,no,no,unknown,26,may,265,9,no
10558,35,blue-collar,married,secondary,no,328,yes,no,cellular,13,may,484,3,no
10559,32,blue-collar,married,secondary,no,129,yes,no,cellular,29,jul,119,7,no
10560,41,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479,9,yes
10561,41,blue-collar,married,secondary,no,140,yes,no,cellular,29,jan,636,2,no
10562,36,services,married,secondary,no,1253,yes,no,cellular,11,may,135,2,no
10563,31,student,single,tertiary,no,479,yes,no,unknown,29,may,72,12,no
10564,30,blue-collar,single,secondary,no,855,yes,no,unknown,3,jun,235,2,no
10565,56,entrepreneur,married,tertiary,no,16125,no,no,telephone,21,nov,167,1,no
10566,48,technician,single,secondary,no,-92,yes,no,cellular,3,feb,1393,1,yes
10567,40,blue-collar,married,primary,no,34,yes,no,cellular,6,may,350,2,no
10568,26,student,single,secondary,no,91,yes,no,unknown,14,may,174,2,no
10569,31,entrepreneur,married,tertiary,no,5156,yes,no,cellular,28,jul,147,3,no
10570,43,self-employed,married,primary,yes,385,no,no,cellular,6,aug,359,2,no
10571,36,technician,married,secondary,no,2394,no,no,cellular,14,aug,184,2,no
10572,40,technician,divorced,tertiary,no,1082,no,no,cellular,4,feb,264,1,no
10573,52,blue-collar,divorced,secondary,no,0,no,yes,cellular,15,jul,231,2,no
10574,37,admin.,married,secondary,no,1335,yes,no,telephone,3,apr,309,4,no
10575,54,management,married,secondary,no,1394,yes,no,unknown,15,may,438,5,no
10576,38,management,divorced,tertiary,no,349,yes,no,cellular,11,jul,151,2,no
10577,32,technician,married,secondary,no,-300,no,no,cellular,28,aug,226,9,no
10578,39,technician,single,tertiary,no,1043,no,no,cellular,18,aug,195,10,no
10579,39,blue-collar,married,primary,no,477,yes,yes,cellular,21,nov,229,2,no
10580,51,management,divorced,tertiary,no,-79,yes,no,cellular,21,nov,72,1,no
10581,29,management,single,tertiary,no,74,no,no,cellular,6,aug,174,1,no
10582,42,services,divorced,secondary,no,1043,yes,no,cellular,21,jul,97,3,no
10583,49,admin.,divorced,secondary,no,124,yes,yes,cellular,29,jul,125,19,no
10584,30,blue-collar,married,secondary,no,7,yes,no,cellular,29,jul,197,4,no
10585,40,admin.,single,secondary,no,419,no,yes,cellular,28,jul,100,16,no
10586,32,services,married,secondary,no,1670,no,no,cellular,13,may,223,1,no
10587,51,technician,married,secondary,no,58,yes,no,cellular,11,jul,128,2,no
10588,27,services,married,secondary,no,54,yes,no,cellular,18,may,97,1,no
10589,33,technician,married,secondary,no,806,no,no,cellular,17,apr,108,1,yes
10590,42,blue-collar,married,secondary,no,352,yes,no,cellular,11,may,79,3,no
10591,38,management,married,tertiary,no,2656,no,no,cellular,8,jul,230,2,no
10592,28,admin.,married,secondary,no,317,yes,no,cellular,15,jul,673,2,no
10593,37,blue-collar,married,primary,no,655,yes,no,cellular,5,feb,127,2,no
10594,78,retired,married,unknown,no,3208,no,no,telephone,20,may,351,3,yes
10595,23,management,single,tertiary,no,736,yes,no,cellular,30,apr,119,1,no
10596,23,unemployed,single,secondary,no,19690,no,no,cellular,3,jul,473,1,no
10597,46,admin.,married,secondary,no,2583,yes,no,cellular,10,jul,111,1,no
10598,51,technician,single,secondary,no,0,yes,no,unknown,5,may,364,2,no
10599,35,blue-collar,married,unknown,no,-400,yes,yes,unknown,3,jul,85,1,no
10600,32,blue-collar,married,secondary,no,23,yes,no,unknown,16,may,77,1,no
10601,61,retired,married,secondary,no,4248,yes,no,unknown,14,may,71,1,no
10602,59,admin.,married,primary,no,6187,no,no,cellular,31,jul,114,4,no
10603,30,management,single,tertiary,no,275,yes,no,cellular,20,apr,52,2,no
10604,27,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,59,1,no
10605,33,self-employed,single,tertiary,no,658,yes,no,cellular,12,oct,146,2,no
10606,32,services,single,secondary,no,1940,yes,no,unknown,23,may,215,2,no
10607,37,blue-collar,married,primary,no,310,yes,no,unknown,7,may,474,1,no
10608,31,management,married,tertiary,no,3154,no,no,cellular,21,nov,326,2,no
10609,46,management,married,tertiary,no,5464,no,no,unknown,20,jun,79,4,no
10610,41,blue-collar,married,primary,no,-204,yes,yes,unknown,6,jun,42,1,no
10611,27,technician,married,unknown,no,811,yes,no,unknown,28,may,591,2,no
10612,39,management,married,tertiary,no,5495,yes,no,cellular,19,aug,391,6,no
10613,45,admin.,married,secondary,no,-183,yes,no,unknown,16,may,215,3,no
10614,31,management,married,tertiary,no,527,yes,yes,cellular,15,may,98,2,no
10615,34,admin.,single,secondary,no,1504,yes,no,unknown,12,may,395,3,no
10616,35,unemployed,married,tertiary,no,226,no,no,unknown,27,may,322,5,no
10617,44,management,divorced,tertiary,no,-710,yes,no,cellular,10,jul,183,1,no
10618,25,management,single,tertiary,no,808,no,no,cellular,18,sep,267,2,yes
10619,47,admin.,divorced,secondary,no,295,yes,no,unknown,6,jun,94,2,yes
10620,30,blue-collar,single,secondary,yes,447,no,no,unknown,14,may,103,6,no
10621,35,services,married,secondary,no,0,yes,no,cellular,30,jul,251,3,no
10622,32,management,married,secondary,no,1215,yes,yes,cellular,3,feb,211,2,no
10623,53,admin.,single,primary,no,0,yes,no,cellular,17,jul,155,6,no
10624,47,technician,single,tertiary,no,31,no,yes,cellular,24,jul,63,4,no
10625,37,services,married,secondary,no,184,yes,no,cellular,20,apr,53,1,no
10626,35,management,married,tertiary,no,0,yes,no,cellular,20,nov,197,4,no
10627,51,entrepreneur,married,unknown,no,29,yes,no,cellular,24,jul,162,1,no
10628,34,management,married,tertiary,no,832,no,no,cellular,8,aug,229,4,no
10629,41,blue-collar,married,secondary,no,2067,yes,no,cellular,11,may,208,4,no
10630,47,admin.,divorced,secondary,no,2232,no,no,cellular,27,may,439,1,yes
10631,33,technician,divorced,secondary,no,22,no,no,cellular,29,aug,71,2,no
10632,52,blue-collar,married,secondary,no,6429,no,no,telephone,18,aug,138,4,no
10633,47,blue-collar,married,secondary,no,290,yes,no,unknown,20,may,409,2,no
10634,33,blue-collar,married,secondary,no,-211,yes,no,cellular,29,jul,96,5,no
10635,38,technician,married,tertiary,no,-1,no,no,cellular,8,aug,188,4,no
10636,31,technician,single,tertiary,no,1625,no,no,cellular,2,feb,158,1,no
10637,31,housemaid,married,primary,no,0,yes,no,cellular,11,aug,57,7,no
10638,54,admin.,divorced,secondary,no,200,no,no,cellular,3,jun,170,1,yes
10639,56,unknown,married,unknown,no,778,no,no,unknown,20,jun,32,4,no
10640,25,blue-collar,single,secondary,no,543,yes,no,cellular,15,may,302,1,no
10641,38,admin.,married,secondary,no,281,yes,no,cellular,16,apr,235,2,no
10642,50,unemployed,married,secondary,no,1772,no,no,cellular,29,jul,206,4,no
10643,33,admin.,married,secondary,no,4902,yes,no,cellular,20,nov,110,1,no
10644,34,management,married,tertiary,no,519,no,no,cellular,11,aug,57,3,no
10645,31,blue-collar,married,primary,no,554,yes,no,cellular,14,may,317,1,no
10646,48,unemployed,married,secondary,no,0,no,no,telephone,31,jul,35,11,no
10647,28,blue-collar,married,primary,no,10045,yes,no,unknown,29,may,169,4,no
10648,53,services,divorced,unknown,no,1012,yes,no,cellular,28,jul,332,2,no
10649,34,blue-collar,married,secondary,no,1739,yes,yes,unknown,21,may,213,2,no
10650,42,technician,single,tertiary,no,24,no,no,cellular,8,jul,262,1,no
10651,47,technician,married,secondary,no,147,no,no,cellular,22,aug,136,2,no
10652,49,admin.,married,secondary,no,326,yes,no,unknown,7,may,99,2,no
10653,30,admin.,single,secondary,no,52,no,yes,cellular,7,jul,422,1,no
10654,39,technician,married,secondary,no,768,yes,yes,unknown,27,may,171,4,no
10655,24,services,married,secondary,no,620,yes,no,unknown,8,may,144,1,no
10656,42,services,divorced,secondary,no,108,no,no,cellular,25,jul,360,13,no
10657,34,blue-collar,married,secondary,no,2137,no,no,unknown,9,may,245,4,no
10658,31,management,single,tertiary,no,115,no,no,cellular,17,mar,187,1,yes
